Type,Facility License ID,Facility Name,Street Address,City,State,Zip,Phone Number,County,Inspection Type,Georeferenced Column
Emission Repair Facility,ERF003302,RICHIES AUTOMOTIVE LLC,130 RIDGEDALE AV,E HANOVER,NJ,7936,9738870660,MORRIS,Auto Only,"130 RIDGEDALE AV
E HANOVER, NJ 07936
(40.816891, -74.382583)"
Emission Repair Facility,ERF001584,COPPAS SRV CTR & TOWING INC,1 MOORE RD,NO BRUNSWICK,NJ,8902,7322977530,MIDDLESEX,Auto Inspection and Emission Repair,"1 MOORE RD
NO BRUNSWICK, NJ 08902
(40.450322, -74.491822)"
Private Inspection Facility,PIF000864,MILLER AUTO LEASING CO,63 REPAUPO STATION RD,LOGAN TWP,NJ,8085,8562413521,GLOUCESTER,Diesel Only,"63 REPAUPO STATION RD
LOGAN TWP, NJ 08085
(39.802958, -75.303404)"
Private Inspection Facility,PIF000120,CITY AUTO CENTER INC,180 MERCER STREET,HIGHTSTOWN,NJ,8520,6094489800,MERCER,Auto Only,"180 MERCER STREET
HIGHTSTOWN, NJ 08520
(40.267683, -74.526418)"
Emission Repair Facility,ERF003368,BAY TRANSMISSION SRV INC,560 E BAY AVENUE,MANAHAWKIN,NJ,8050,6095971896,OCEAN,Auto Only,"560 E BAY AVENUE
MANAHAWKIN, NJ 08050
(39.686787, -74.240124)"
Private Inspection Facility,PIF001221,HARRINGTON SERV DMC INC,121 KENNEDY BLVD,BAYONNE,NJ,7002,2018589123,HUDSON,Auto Only,"121 KENNEDY BLVD
BAYONNE, NJ 07002
(40.650629, -74.136092)"
Emission Repair Facility,ERF001787,OIM INC,40 BUCKLEY RD,MARLBORO,NJ,7746,7324316942,MIDDLESEX,Auto Only,"40 BUCKLEY RD
MARLBORO, NJ 07746
(40.305062, -74.248788)"
Emission Repair Facility,ERF001341,T L C AUTO SERVICE INC,891 BROADWAY,W LONG BRANCH,NJ,7764,7322296363,MONMOUTH,Auto Only,"891 BROADWAY
W LONG BRANCH, NJ 07764
(40.298788, -74.0126)"
Emission Repair Facility,ERF002811,ED & GENE'S KING TIRE LLC,241 E. WAVELAND AVENUE,GALLOWAY,NJ,8205,6096522121,ATLANTIC,Auto Inspection and Emission Repair,"241 E. WAVELAND AVENUE
GALLOWAY, NJ 08205
(39.444478, -74.528991)"
Private Inspection Facility,PIF009367,DEES SHELL INC,19 BEACH STREET,BLOOMFIELD,NJ,7003,9737488873,ESSEX,Auto Only,"19 BEACH STREET
BLOOMFIELD, NJ 07003
(40.797687, -74.191826)"
Emission Repair Facility,ERF000367,FSJS INC,150 STAGECOACH RD,MARMORA,NJ,8223,6093908605,CAPE MAY,Auto Only,"150 STAGECOACH RD
MARMORA, NJ 08223
(39.263196, -74.654981)"
Private Inspection Facility,PIF000355,ERJ AUTO REPAIR INC,601 JFK WAY,WILLINGBORO,NJ,8046,6098773477,BURLINGTON,Auto Only,
Private Inspection Facility,PIF000926,G & M AUTO SERVICE INC,1636 BRIDGEBORO ROAD,EDGEWATER PARK,NJ,8010,6098354046,BURLINGTON,Auto Only,"1636 BRIDGEBORO ROAD
EDGEWATER PARK, NJ 08010
(40.040266, -74.923041)"
Private Inspection Facility,PIF000872,TRUCK TECH INC,615 NORTH AVE,PLFD,NJ,7060,9086680668,UNION,Diesel Only,"615 NORTH AVE
PLFD, NJ 07060
(40.624437, -74.412468)"
State Inspection Facility,CIF000025,SOUTH BRUNSWICK,2236 Route 130,Dayton,NJ,8810,,MIDDLESEX,Auto Only,"2236 Route 130
Dayton, NJ 08810
(40.383654, -74.502789)"
Emission Repair Facility,ERF003171,CAR PORT,HWY 35 SOUTH,NEPTUNE,NJ,7753,7327758336,MONMOUTH,Auto Inspection and Emission Repair,
Emission Repair Facility,ERF000551,BURKE CHE BUI PON CAD GMC I,227 BAYBERRY DR,CAPE MAY CT HO,NJ,8210,6094656000,CAPE MAY,Auto Inspection and Emission Repair,"227 BAYBERRY DR
CAPE MAY CT HO, NJ 08210
(39.082157, -74.814078)"
Emission Repair Facility,ERF002588,BAM RAH & SONS INC,2402 RT 516,OLD BRIDGE,NJ,8857,7326792400,MIDDLESEX,Auto Inspection and Emission Repair,
Private Inspection Facility,PIF002551,F AND S FRIENDLY SERV INC*,333 KINDERKAMACK RD,HILLSDALE,NJ,7642,2016645686,BERGEN,Auto Only,"333 KINDERKAMACK RD
HILLSDALE, NJ 07642
(41.011929, -74.034232)"
Private Inspection Facility,PIF007961,SHYAM INC,1405 ST GEORGE AVE,COLONIA,NJ,7067,7323829600,MIDDLESEX,Auto Only,"1405 ST GEORGE AVE
COLONIA, NJ 07067
(40.586771, -74.291805)"
Private Inspection Facility,PIF000480,PLAINFIELD AUTO & SVC STA I,150 CHURCH ST,PLAINFIELD,NJ,7060,9087531741,BURLINGTON,Auto Only,"150 CHURCH ST
PLAINFIELD, NJ 07060
(40.620668, -74.420756)"
Private Inspection Facility,PIF010802,NORTH CLINTON ESSO INC,30 PARK AVE,E ORANGE,NJ,7019,9736746961,ESSEX,Auto Only,"30 PARK AVE
E ORANGE, NJ 07019
(40.761628, -74.194651)"
Private Inspection Facility,PIF000197,NEWTON EXXON INC,40 SPARTA AVE,NEWTON,NJ,7860,9733833880,SUSSEX,Auto Only,"40 SPARTA AVE
NEWTON, NJ 07860
(41.051103, -74.749474)"
Emission Repair Facility,ERF003451,JACK'S AUTO SERVICE LLC,315 PRT ELIZABETH-CMBLND RD,MILLVILLE,NJ,8332,8568254130,CUMBERLAND,Auto Inspection and Emission Repair,
Private Inspection Facility,PIF000843,LACYS EXPRESS INC,PO BOX 130,PEDRICKTOWN,NJ,8067,8562992569,BURLINGTON,Diesel Only,
Private Inspection Facility,PIF000949,JJM SERVICE LLC,515 HADDON AVE,HADDONFIELD,NJ,8033,8564284222,CAMDEN,Auto Only,
Private Inspection Facility,PIF001871,KEN MOONEY SERVICE GARAGE I,817 CLIFTON AVE,CLIFTON,NJ,7013,9737738061,PASSAIC,Auto Only,"817 CLIFTON AVE
CLIFTON, NJ 07013
(40.866839, -74.157518)"
Emission Repair Facility,ERF003287,MAINLAND AUTO&CENTER INC,339 JIM LEEDS RD,GALLOWAY,NJ,8205,6096528444,ATLANTIC,Auto Only,
Emission Repair Facility,ERF003396,DL HAINES,528 ROUTE 9,WARETOWN,NJ,8758,6096933190,OCEAN,Auto Inspection and Emission Repair,"528 ROUTE 9
WARETOWN, NJ 08758
(39.799858, -74.197485)"
Private Inspection Facility,PIF004017,MORO'S AUTOMOTIVE SVS INC,8 COLD HILL ROAD,MENDHAM,NJ,7945,9735437282,MORRIS,Auto Only,"8 COLD HILL ROAD
MENDHAM, NJ 07945
(40.784702, -74.58526)"
Private Inspection Facility,PIF001294,TRUCKMASTERS INC,818 WILTSEY'S MILL ROAD,HAMMONTON,NJ,8037,6095612616,ATLANTIC,Auto Only,"818 WILTSEY'S MILL ROAD
HAMMONTON, NJ 08037
(39.66274, -74.822308)"
Private Inspection Facility,PIF001214,SILVER LAKE AUTO,22 BROOK ST,BELLEVILLE,NJ,7109,9737593847,ESSEX,Auto Only,"22 BROOK ST
BELLEVILLE, NJ 07109
(40.77525, -74.184781)"
Private Inspection Facility,PIF000729,CAMPBELL FREIGHTLINER LLC,1015 CRANBURY SOUTH RIVER R,S. BRUNSWICK,NJ,8831,7322871500,MIDDLESEX,Diesel Only,
Private Inspection Facility,PIF000557,PETTYS TIRE & AUTO CENTER,420 EAST WASHINGTON AVENUE,WASHINGTON,NJ,7882,9086893838,WARREN,Auto Only,"420 EAST WASHINGTON AVENUE
WASHINGTON, NJ 07882
(40.762799, -74.958975)"
Private Inspection Facility,PIF003281,BENHAM'S SERVICE & GARAGE I,414 SPRINGFIELD AVE,BERKELEY HTS,NJ,7922,9084641395,UNION,Auto Only,"414 SPRINGFIELD AVE
BERKELEY HTS, NJ 07922
(40.685313, -74.438854)"
Private Inspection Facility,PIF009931,CRAIGS AUTO INC,109 ROUTE 38,PEMBERTON,NJ,8068,6098944258,BURLINGTON,Auto Only,
Private Inspection Facility,PIF000064,WHITLEYS AUTO SPECIALIST IN,203 MONMOUTH RD,OAKHURST,NJ,7755,7325318183,MONMOUTH,Auto Only,"203 MONMOUTH RD
OAKHURST, NJ 07755
(40.260868, -74.011886)"
Private Inspection Facility,PIF001364,ELL OIL & LUBE LLC,758 ROUTE 1,EDISON,NJ,8817,7322538100,MIDDLESEX,Auto Only,"758 ROUTE 1
EDISON, NJ 08817
(40.511057, -74.384651)"
Private Inspection Facility,PIF007319,CAMPUS SERVICE CENTER INC,183 MAIN ST,CHATHAM,NJ,7928,9737018844,MORRIS,Auto Only,"183 MAIN ST
CHATHAM, NJ 07928
(40.73978, -74.379729)"
Private Inspection Facility,PIF009749,PHILS SERVICE CENTER,695 HOLMDEL RD,HAZLET,NJ,7730,7322643115,MONMOUTH,Auto Only,"695 HOLMDEL RD
HAZLET, NJ 07730
(40.411391, -74.190375)"
Private Inspection Facility,PIF007793,CARLOS AUTO REPAIR INC,1741 PRINCETON AVE,LAWRENCEVILLE,NJ,8648,6093923636,MERCER,Auto Only,"1741 PRINCETON AVE
LAWRENCEVILLE, NJ 08648
(40.244913, -74.747718)"
Private Inspection Facility,PIF000639,JOHN AUTO CENTER INC,272 NORTH STEVENS AVE,SOUTH AMBOY,NJ,8879,7327278500,MIDDLESEX,Auto Only,"272 NORTH STEVENS AVE
SOUTH AMBOY, NJ 08879
(40.484313, -74.288516)"
Emission Repair Facility,ERF003264,JOES TOWING ATO & TRK REP,100 MIDSTREAMS ROAD,BRICK,NJ,8724,7322950274,OCEAN,Auto Only,"100 MIDSTREAMS ROAD
BRICK, NJ 08724
(40.075304, -74.105218)"
Private Inspection Facility,PIF000858,DUANES GARAGE,777 RIDGEWOOD AVE,NO BRUNSWICK,NJ,8902,7324187100,MIDDLESEX,Diesel Only,"777 RIDGEWOOD AVE
NO BRUNSWICK, NJ 08902
(40.462498, -74.466036)"
Emission Repair Facility,ERF002548,SUPERIOR REPAIRS INC,1137 ROUTE 130,ROBBINSVILLE,NJ,8691,6092080111,MERCER,Auto Inspection and Emission Repair,"1137 ROUTE 130
ROBBINSVILLE, NJ 08691
(40.218972, -74.616508)"
State Inspection Facility,CIF000052,FREEHOLD,801 Okerson Road,Freehold,NJ,7728,,MONMOUTH,Auto Only,"801 Okerson Road
Freehold, NJ 07728
(40.239032, -74.233313)"
Private Inspection Facility,PIF001121,GABRIELLI KENWORTH NJ LLC,2306 US ROUTE 130 NORTH,DAYTON,NJ,8810,7329974203,MIDDLESEX,Diesel Only,"2306 US ROUTE 130 NORTH
DAYTON, NJ 08810
(40.375973, -74.500802)"
Private Inspection Facility,PIF001192,RED BANK VOLVO INC,100 E NEWMAN SPRINGS RD,RED BANK,NJ,7701,7327415886,MONMOUTH,Diesel Only,"100 E NEWMAN SPRINGS RD
RED BANK, NJ 07701
(40.337983, -74.06791)"
Emission Repair Facility,ERF002097,HOOTIE INC,1817 HOOPER AVE,TOMS RIVER,NJ,8753,7322555101,OCEAN,Auto Inspection and Emission Repair,"1817 HOOPER AVE
TOMS RIVER, NJ 08753
(40.010852, -74.146982)"
Emission Repair Facility,ERF001546,BERGEN AUTO SPECIALISTS INC,728 BERGEN BLVD,RIDGEFIELD,NJ,7657,2019432878,BERGEN,Auto Only,"728 BERGEN BLVD
RIDGEFIELD, NJ 07657
(40.832473, -73.991577)"
Private Inspection Facility,PIF001336,CHRISKAL INC,373 MANTOLOKING ROAD,BRICK,NJ,8723,7324779776,OCEAN,Auto Only,"373 MANTOLOKING ROAD
BRICK, NJ 08723
(40.045151, -74.087926)"
Private Inspection Facility,PIF009855,MT FREEDOM MOBIL,1173 SUSSEX TPKE,RANDOLPH,NJ,7869,9738952237,MORRIS,Auto Only,"1173 SUSSEX TPKE
RANDOLPH, NJ 07869
(40.82604, -74.56822)"
Private Inspection Facility,PIF009324,OXFORD AUTO & TIRE INC,215 RT 31 SOUTH,WASHINGTON,NJ,7882,9086896882,WARREN,Auto Only,"215 RT 31 SOUTH
WASHINGTON, NJ 07882
(40.750771, -74.977476)"
Private Inspection Facility,PIF009206,D & L SER CNTR DENVILLE INC,30 WEST MAIN ST,DENVILLE,NJ,7834,9736270728,MORRIS,Auto Only,"30 WEST MAIN ST
DENVILLE, NJ 07834
(40.893244, -74.4802)"
Emission Repair Facility,ERF003448,ONE WAY AUTO CORP,4300 HUDSON AVE,UNION CITY,NJ,7087,2013483141,HUDSON,Auto Inspection and Emission Repair,"4300 HUDSON AVE
UNION CITY, NJ 07087
(40.776736, -74.0212)"
Private Inspection Facility,PIF000698,PALISADE SERVICE INC,73 PALISADE AVE,CLIFFSIDE PARK,NJ,7010,2019431511,BERGEN,Auto Only,"73 PALISADE AVE
CLIFFSIDE PARK, NJ 07010
(40.807459, -73.995452)"
Private Inspection Facility,PIF000170,CIFELLIS SUNOCO INC*,82 BRIDGE STREET,LAMBERTVILLE,NJ,8530,6093971212,HUNTERDON,Auto Only,"82 BRIDGE STREET
LAMBERTVILLE, NJ 08530
(40.366137, -74.94251)"
Private Inspection Facility,PIF000605,PENN JERSEY AUTO LLC,1400 N. DELSEA DR,VINELAND,NJ,8360,8566969705,CUMBERLAND,Auto Only,"1400 N. DELSEA DR
VINELAND, NJ 08360
(39.507257, -75.041513)"
Private Inspection Facility,PIF001313,A&S AUTO REPAIR LLC,2 MT BETHEL ROAD,WARREN,NJ,7059,9082260666,SOMERSET,Auto Only,"2 MT BETHEL ROAD
WARREN, NJ 07059
(40.615741, -74.494868)"
Private Inspection Facility,PIF005273,RICHARD E RITCHIE ENT INC,930 LACEY RD POB 95,FORKED RIVER,NJ,8731,6096935175,OCEAN,Auto Only,"930 LACEY RD POB 95
FORKED RIVER, NJ 08731
(39.861421, -74.212558)"
Private Inspection Facility,PIF011936,MRAVCAK INC.,128 WOOD AVENUE,MIDDLESEX,NJ,8846,7324694005,MIDDLESEX,Auto Only,"128 WOOD AVENUE
MIDDLESEX, NJ 08846
(40.571111, -74.488635)"
Private Inspection Facility,PIF000915,"SUPER CLEAN TRUCK WASH, INC",98 NORTH AVE EAST,ELIZABETH,NJ,7201,9089941809,UNION,Diesel Only,"98 NORTH AVE EAST
ELIZABETH, NJ 07201
(40.666283, -74.169563)"
Private Inspection Facility,PIF001383,MDA TRUCK SALES INC,94 HARPER STREET,NEWARK,NJ,7114,9085286888,ESSEX,Auto Only,"94 HARPER STREET
NEWARK, NJ 07114
(40.720195, -74.172926)"
Private Inspection Facility,PIF007076,RICHMOND SERVICENTER INC,809 RICHMOND AVE,PT PLEASANT,NJ,8742,7328929788,OCEAN,Auto Only,"809 RICHMOND AVE
PT PLEASANT, NJ 08742
(40.08823, -74.049243)"
Private Inspection Facility,PIF006587,GLOBAL MOTORS CORP,1099 RT 22 - BOX 1305,NO PLAINFIELD,NJ,7060,9087574000,UNION,Auto Only,
Emission Repair Facility,ERF002501,GOOD GUYS GARAGE INC,291 BLACKWELL STREET,DOVER,NJ,7801,9733618282,MORRIS,Auto Inspection and Emission Repair,"291 BLACKWELL STREET
DOVER, NJ 07801
(40.885368, -74.544053)"
Private Inspection Facility,PIF000437,LARKINS SER CTR LLC,801 PARKWAY AVE,TRENTON,NJ,8618,6098829890,MERCER,Auto Only,"801 PARKWAY AVE
TRENTON, NJ 08618
(40.252367, -74.78987)"
Private Inspection Facility,PIF001071,RAULS TRUCK REPAIR INC,1 N. HACKENSACK AVE,KEARNY,NJ,7032,9733448444,HUDSON,Diesel Only,"1 N. HACKENSACK AVE
KEARNY, NJ 07032
(40.72875, -74.104093)"
Private Inspection Facility,PIF011865,D&M DIAGNOSTIC,36 CENTRAL AVENUE,TENAFLY,NJ,7670,2018719218,BERGEN,Auto and Diesel,"36 CENTRAL AVENUE
TENAFLY, NJ 07670
(40.928754, -73.964813)"
Private Inspection Facility,PIF001199,HALL'S SERVICE CENTER,671 ROUTE 70,LAKEHURST,NJ,8733,7326572227,OCEAN,Auto Only,"671 ROUTE 70
LAKEHURST, NJ 08733
(40.012558, -74.325044)"
Emission Repair Facility,ERF000976,OFFSHORE GETTY INC,400 BAYSHORE RD,VILLAS,NJ,8251,6098865270,CAPE MAY,Auto Inspection and Emission Repair,"400 BAYSHORE RD
VILLAS, NJ 08251
(39.03481, -74.933262)"
Private Inspection Facility,PIF000321,D & S AUTO REPAIR,247 S. WASHINGTON AVENUE,BERGENFIELD,NJ,7621,2015018288,BERGEN,Auto Only,"247 S. WASHINGTON AVENUE
BERGENFIELD, NJ 07621
(40.919623, -73.996871)"
Private Inspection Facility,PIF008833,CAPTAN AUTO REPAIRS LLC,490 MAIN ST,LODI,NJ,7644,9734731979,BERGEN,Auto Only,"490 MAIN ST
LODI, NJ 07644
(40.889673, -74.080313)"
Private Inspection Facility,PIF009490,DOUBLE D SERVICE INC,2674 MORRIS AVE.,UNION,NJ,7083,9086863175,UNION,Auto Only,"2674 MORRIS AVE.
UNION, NJ 07083
(40.704547, -74.294866)"
Private Inspection Facility,PIF001353,CORBO'S PUMP AND METER LLC,1099 ROUTE 28,NO BRANCH,NJ,8876,9086859597,SOMERSET,Auto Only,"1099 ROUTE 28
NO BRANCH, NJ 08876
(40.603809, -74.681003)"
Private Inspection Facility,PIF001273,PROFESSIONAL AUTO SOLUTIONS,36 LIBERTY STREET,CLARK,NJ,7066,7327701637,UNION,Auto Only,"36 LIBERTY STREET
CLARK, NJ 07066
(40.620574, -74.296854)"
Private Inspection Facility,PIF001341,QUALITY AUTOMOTIVE REP LLC,61 STATE RT 94 POB 694,BLAIRSTOWN,NJ,7825,9083629555,WARREN,Auto Only,"61 STATE RT 94 POB 694
BLAIRSTOWN, NJ 07825
(40.982212, -74.963408)"
Private Inspection Facility,PIF004918,MILLTOWN FOREIGN CAR GAR IN,260 S MAIN STREET,MILLTOWN,NJ,8850,7328282515,MIDDLESEX,Auto Only,"260 S MAIN STREET
MILLTOWN, NJ 08850
(40.443452, -74.431497)"
Private Inspection Facility,PIF000667,PROGRESSIVE AUTO CARE LLC,358 OAK RIDGE ROAD,OAK RIDGE,NJ,7438,9732082886,PASSAIC,Auto Only,"358 OAK RIDGE ROAD
OAK RIDGE, NJ 07438
(41.046031, -74.485839)"
Private Inspection Facility,PIF001136,AA TRUE AUTO INC,1169 WASHINGTON ST,TOMS RIVER,NJ,8753,7322705600,OCEAN,Auto Only,"1169 WASHINGTON ST
TOMS RIVER, NJ 08753
(39.953853, -74.163736)"
Emission Repair Facility,ERF003022,FREEDMAN AUTO SERVICE,1690 HWY 27,EDISON,NJ,8817,7329852211,MIDDLESEX,Auto Only,"1690 HWY 27
EDISON, NJ 08817
(40.510982, -74.408483)"
Private Inspection Facility,PIF011437,O & K-1 AUTO SERVICE INC,635 WEST ELIZABETH AVE,LINDEN,NJ,7036,9088623781,SUSSEX,Auto Only,"635 WEST ELIZABETH AVE
LINDEN, NJ 07036
(40.626393, -74.256892)"
Emission Repair Facility,ERF000040,ECHELON FORD INC,4 S WHITE HORSE PIKE,STRATFORD,NJ,8084,8566278400,CAMDEN,Auto Inspection and Emission Repair,"4 S WHITE HORSE PIKE
STRATFORD, NJ 08084
(39.833117, -75.004965)"
Private Inspection Facility,PIF010192,"HAINESPORT ENTERPRISES, INC",11 NORTH MAIN ST,MEDFORD,NJ,8055,6096544023,BURLINGTON,Auto Only,"11 NORTH MAIN ST
MEDFORD, NJ 08055
(39.900026, -74.823509)"
Private Inspection Facility,PIF001323,WENRAN INC,473 HIGHWAY 27,ISELIN,NJ,8830,7322832767,MIDDLESEX,Auto Only,"473 HIGHWAY 27
ISELIN, NJ 08830
(40.57493, -74.319124)"
Emission Repair Facility,ERF001276,MULLANEY TIRE SERVICE I,310 BROAD ST,MATAWAN,NJ,7747,7325661940,MONMOUTH,Auto Inspection and Emission Repair,"310 BROAD ST
MATAWAN, NJ 07747
(40.404297, -74.236095)"
Private Inspection Facility,PIF011913,LOU'S GULF INC.,2460 PLAINFIELD AVE,SCOTCH PLAINS,NJ,7076,9086543633,UNION,Auto Only,"2460 PLAINFIELD AVE
SCOTCH PLAINS, NJ 07076
(40.658187, -74.379848)"
Private Inspection Facility,PIF001181,OLDWICK VILLAGE GARAGE LLC,"POB279, 30 OLD TURNPIKE RD",OLDWICK,NJ,8858,9084392236,HUNTERDON,Auto Only,
Emission Repair Facility,ERF002937,SCOTT CORP,121 EAST BROAD ST,PALMYRA,NJ,8065,8568298513,BURLINGTON,Auto Only,"121 EAST BROAD ST
PALMYRA, NJ 08065
(40.005121, -75.019955)"
Emission Repair Facility,ERF000306,DE BOERS AUTO INC,83 RT 23,HAMBURG,NJ,7419,9738274047,SUSSEX,Auto Inspection and Emission Repair,"83 RT 23
HAMBURG, NJ 07419
(41.174703, -74.589076)"
Private Inspection Facility,PIF001377,HAMILTON AUTO CLINIC LLC,1405 KUSER RD,HAMILTON,NJ,8619,6092986699,MERCER,Auto Only,"1405 KUSER RD
HAMILTON, NJ 08619
(40.209327, -74.700442)"
Emission Repair Facility,ERF002786,EXPERIENCED AUTOMOTIVE,809 ROUTE 9,LANOKA HARBOR,NJ,8734,6099710088,OCEAN,Auto Inspection and Emission Repair,
Emission Repair Facility,ERF001080,A & J AUTOMOTIVE INC,2099 SPRINGFIELD AVE,VAUXHALL,NJ,7088,9086880040,UNION,Auto Inspection and Emission Repair,"2099 SPRINGFIELD AVE
VAUXHALL, NJ 07088
(40.719204, -74.279572)"
Private Inspection Facility,PIF000243,SO PLNFLD AUTO COMP LAB LTD,2280 SO CLINTON AVE,SO PLAINFIELD,NJ,7080,9087697760,MIDDLESEX,Auto Only,
Emission Repair Facility,ERF000840,4-A AUTOMOTIVE INC,2590 PLFD AVE,SCOTCH PLNS,NJ,7076,9082335814,SOMERSET,Auto Inspection and Emission Repair,
Private Inspection Facility,PIF000904,PERFORMANCE PLUS ATO RE LLC,51 W. MAIN STREET,MAPLE SHADE,NJ,8052,8567790808,BURLINGTON,Auto Only,"51 W. MAIN STREET
MAPLE SHADE, NJ 08052
(39.955134, -75.004161)"
Private Inspection Facility,PIF000311,TRICARICO INC,700 CROSSWAY PLACE,WESTFIELD,NJ,7090,9082331110,UNION,Auto Only,"700 CROSSWAY PLACE
WESTFIELD, NJ 07090
(40.646906, -74.364202)"
Private Inspection Facility,PIF000771,OPDYKES SALES AND SERVICE*,349 ROUTE 57 WEST,WASHINGTON,NJ,7882,9086890498,WARREN,Diesel Only,"349 ROUTE 57 WEST
WASHINGTON, NJ 07882
(40.754001, -74.997668)"
Emission Repair Facility,ERF003098,L & N AUTO INC,1002 ROUTE 71,SPRING LAKE HT,NJ,7762,7324498899,MONMOUTH,Auto Inspection and Emission Repair,"1002 ROUTE 71
SPRING LAKE HT, NJ 07762
(40.152389, -74.0385)"
Private Inspection Facility,PIF001348,ESTON AUTO SERVICE LLC,415 CHESTNUT ST,UNION,NJ,7083,9089647155,UNION,Auto Only,"415 CHESTNUT ST
UNION, NJ 07083
(40.681117, -74.268563)"
Emission Repair Facility,ERF003415,A-1 AUTO TRUCK,3023 RT 206 SOUTH,COLUMBUS,NJ,8022,6092984555,BURLINGTON,Auto Only,"3023 RT 206 SOUTH
COLUMBUS, NJ 08022
(40.067789, -74.72182)"
Private Inspection Facility,PIF001156,GENERAL TRUCKING RPR LLC,745 RTE 17 NO 2ND FL,CARLSTADT,NJ,7072,2014380999,BERGEN,Diesel Only,
Private Inspection Facility,PIF000883,CENTRAL TIRE AND AUTO REPAI,914 WEST SAINT GEORGES AVE,LINDEN,NJ,7036,9084861223,UNION,Auto Only,"914 WEST SAINT GEORGES AVE
LINDEN, NJ 07036
(40.6289, -74.271327)"
Private Inspection Facility,PIF009786,OCEAN AUTO TECH INC,175 BRICK BL,BRICKTOWN,NJ,8723,7329206950,OCEAN,Auto Only,"175 BRICK BL
BRICKTOWN, NJ 08723
(40.031266, -74.14333)"
Emission Repair Facility,ERF000623,C AND P AUTO,141 KINGS HWY,MT ROYAL,NJ,8061,8564239896,GLOUCESTER,Auto Inspection and Emission Repair,"141 KINGS HWY
MT ROYAL, NJ 08061
(39.809993, -75.211845)"
Emission Repair Facility,ERF002575,TWIN TOWERS SRV STATION LLC,1290 ANDERSON AV,FORT LEE,NJ,7024,2012248444,BERGEN,Auto Inspection and Emission Repair,"1290 ANDERSON AV
FORT LEE, NJ 07024
(40.841803, -73.980235)"
State Inspection Facility,CIF000044,PARAMUS,20 W. Century Road,Paramus,NJ,7652,,BERGEN,Auto Only,"20 W. Century Road
Paramus, NJ 07652
(40.92998, -74.072763)"
Emission Repair Facility,ERF003316,DFFLM LLC,215 ROUTE 202 & 31,FLEMINGTON,NJ,8822,9087823673,HUNTERDON,Auto Only,"215 ROUTE 202 & 31
FLEMINGTON, NJ 08822
(40.487067, -74.863029)"
Emission Repair Facility,ERF001855,2 SWIMMING RIVER RD INC,2 SWIMMING RIVER RD,LINCROFT,NJ,7738,7327473090,MONMOUTH,Auto Only,"2 SWIMMING RIVER RD
LINCROFT, NJ 07738
(40.330695, -74.120807)"
Private Inspection Facility,PIF011328,SOMERSET TRANSMISSION,591 SOMERSET ST,SOMERSET,NJ,8873,7328464444,SOMERSET,Auto Only,"591 SOMERSET ST
SOMERSET, NJ 08873
(40.486587, -74.469101)"
Private Inspection Facility,PIF000938,ALL BRAND CARRIAGE SHOP INC,569 WASHINGTON AVE,BURLINGTON,NJ,8016,6093861523,BURLINGTON,Auto Only,"569 WASHINGTON AVE
BURLINGTON, NJ 08016
(40.071768, -74.864865)"
Private Inspection Facility,PIF008846,PEP BOYS MANNY MOE JACK DE,775 WEST ROUTE 70,MARLTON,NJ,8053,8569830902,BURLINGTON,Auto Only,"775 WEST ROUTE 70
MARLTON, NJ 08053
(39.895782, -74.939958)"
Private Inspection Facility,PIF001914,LEISURE VILLAGE SRV CTR LLC,1650 ROUTE 70,LAKEWOOD,NJ,8701,7323671347,OCEAN,Auto Only,"1650 ROUTE 70
LAKEWOOD, NJ 08701
(40.054076, -74.171407)"
Private Inspection Facility,PIF001216,JOHN'S PLAZA WEST ATMTV INC,900 JULIA STREET,ELIZABETH,NJ,7201,9083511450,UNION,Diesel Only,"900 JULIA STREET
ELIZABETH, NJ 07201
(40.670362, -74.199233)"
Private Inspection Facility,PIF001300,A&M AUTO REPAIR LLC,475 RAYMOND BLVD,NEWARK,NJ,7105,9734660347,ESSEX,Auto Only,"475 RAYMOND BLVD
NEWARK, NJ 07105
(40.733855, -74.140337)"
Emission Repair Facility,ERF003379,ASC AUTOMOTIVE INC,25 WEST HIGHLAND AVE,ATL HIGHLANDS,NJ,7716,7328722010,MONMOUTH,Auto Only,"25 WEST HIGHLAND AVE
ATL HIGHLANDS, NJ 07716
(40.413166, -74.041418)"
Private Inspection Facility,PIF009336,CONCORD AUTOMOTIVE,53 GRANT AVE,DUMONT,NJ,7628,2013842177,BERGEN,Auto Only,"53 GRANT AVE
DUMONT, NJ 07628
(40.948148, -73.986358)"
Emission Repair Facility,ERF000723,PLATT'S PERFORMANCE PLUS,46 LINCOLN AVE.,JAMESBURG,NJ,8831,7325211978,MIDDLESEX,Auto Inspection and Emission Repair,"46 LINCOLN AVE.
JAMESBURG, NJ 08831
(40.355631, -74.438414)"
Emission Repair Facility,ERF001560,COUTO & SONS INC,69 WILSON AVE,NEWARK,NJ,7105,9735894144,ESSEX,Auto Inspection and Emission Repair,"69 WILSON AVE
NEWARK, NJ 07105
(40.725952, -74.153685)"
Emission Repair Facility,ERF002667,SYLVIA A. BUSH CORP.,1739 N. OLDEN AVE.,TRENTON,NJ,8638,6098827995,MERCER,Auto Only,"1739 N. OLDEN AVE.
TRENTON, NJ 08638
(40.247757, -74.768952)"
